Transaction ID,Date,Time,Type,Name,Emoji,Category,Amount,Currency,Local amount,Local currency,Notes and #tags,Address,Receipt,Description,Category split,Money Out,Money In
tx_00009zsyTaao9r3XASOp2v,06/10/2020,13:02:43,Faster payment,MEHTA A R,,,1.00,GBP,1.00,GBP,WELCOME,,,WELCOME,,,1.00
tx_00009zuzVz3oe9T2NFH8YU,07/10/2020,12:23:47,Faster payment,MEHTA A R,,,500.00,GBP,500.00,GBP,WELCOME,,,WELCOME,,,500.00
tx_00009zv19wz7so2Wzv8Do1,07/10/2020,12:42:13,Card payment,TfL Travel Charge,🚆,Transport,-6.70,GBP,-6.70,GBP,,,,TfL Travel Charge      TFL.gov.uk/CP GBR,,-6.70,
tx_00009zxgVk9ikLw2sx2v33,08/10/2020,19:34:59,Card payment,Co-op,🍏,Groceries,-1.57,GBP,-1.57,GBP,,Boston Manor Road,,CO-OP GROUP FOOD       BRENTFORD     GBR,,-1.57,
tx_00009zxgVnQqZ8faghV00A,08/10/2020,19:34:59,Pot transfer,Savings Pot,,,-0.43,GBP,-0.43,GBP,,,,Round up,,-0.43,
tx_0000A018ohwSaA7PiCYRNK,10/10/2020,11:36:17,Card payment,Transport for London,🚇,Transport,-7.10,GBP,-7.10,GBP,"Travel charge for Friday, 9 Oct",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-7.10,
tx_0000A018opRCiFs0xZzald,10/10/2020,11:36:17,Pot transfer,Savings Pot,,,-0.90,GBP,-0.90,GBP,,,,Round up,,-0.90,
tx_0000A01gC3UvttfJgo9IG2,10/10/2020,17:50:16,Card payment,Co-op,🍏,Groceries,-4.10,GBP,-4.10,GBP,,Boston Manor Road,,CO-OP GROUP FOOD       BRENTFORD     GBR,,-4.10,
tx_0000A01gC9CigXJz1GzHGc,10/10/2020,17:50:17,Pot transfer,Savings Pot,,,-0.90,GBP,-0.90,GBP,,,,Round up,,-0.90,
tx_0000A01vwQDdFtxwSOJODJ,10/10/2020,20:46:43,Card payment,Co-op,🍏,Groceries,-2.95,GBP,-2.95,GBP,,Boston Manor Road,,CO-OP GROUP FOOD       BRENTFORD     GBR,,-2.95,
tx_0000A01vwUIk4qmv5IMKEz,10/10/2020,20:46:44,Pot transfer,Savings Pot,,,-0.05,GBP,-0.05,GBP,,,,Round up,,-0.05,
tx_0000A03oiUlJFxcXSohyMr,11/10/2020,18:35:11,Card payment,Circuit Laundry,👕,General,-2.60,GBP,-2.60,GBP,,,,NYA*Circuit Laundrette London        GBR,,-2.60,
tx_0000A03oiYoICoQs2mPCHx,11/10/2020,18:35:12,Pot transfer,Savings Pot,,,-0.40,GBP,-0.40,GBP,,,,Round up,,-0.40,
tx_0000A03seegQpKksYiXTVJ,11/10/2020,19:19:19,Card payment,Circuit Laundry,👕,General,-1.30,GBP,-1.30,GBP,,,,NYA*Circuit Laundrette London        GBR,,-1.30,
tx_0000A03seiEvbX9MW3gtcJ,11/10/2020,19:19:20,Pot transfer,Savings Pot,,,-0.70,GBP,-0.70,GBP,,,,Round up,,-0.70,
tx_0000A07vA58RVTi6RtuDnW,13/10/2020,18:06:15,Card payment,ICU Reynolds Bar,🍻,Eating out,-8.00,GBP,-8.00,GBP,,Prince Consort Road,,ICU REYNOLDS BAR        GREAT BRITAI GBR,,-8.00,
tx_0000A08VVJUiuWsRRL1OSo,14/10/2020,00:53:28,Card payment,TfL Travel Charge,🚆,Transport,-7.10,GBP,-7.10,GBP,,,,TfL Travel Charge      TFL.gov.uk/CP GBR,,-7.10,
tx_0000A08VVLjgZs2AOK2N3x,14/10/2020,00:53:29,Pot transfer,Savings Pot,,,-0.90,GBP,-0.90,GBP,,,,Round up,,-0.90,
tx_0000A09Q84E9Cf3LwmnNZq,14/10/2020,11:27:57,Card payment,Co-op,🍏,Groceries,-5.10,GBP,-5.10,GBP,,Boston Manor Road,,CO-OP GROUP FOOD       BRENTFORD     GBR,,-5.10,
tx_0000A09Q8AHufZ4JaVrSrr,14/10/2020,11:27:58,Pot transfer,Savings Pot,,,-0.90,GBP,-0.90,GBP,,,,Round up,,-0.90,
tx_0000A09qnSwAplPC8NJmSY,14/10/2020,16:26:46,Card payment,Morrisons,🍏,Groceries,-1.06,GBP,-1.06,GBP,,228-246 High Street,,WM MORRISONS PLC       BRENTFORD     GBR,,-1.06,
tx_0000A09qnXhT7rZ4sfCp18,14/10/2020,16:26:47,Pot transfer,Savings Pot,,,-0.94,GBP,-0.94,GBP,,,,Round up,,-0.94,
tx_0000A0C2jIFuC5Orc4FCMr,15/10/2020,17:49:54,Card payment,Uber,🚖,Transport,0.00,GBP,0.00,GBP,Active card check,,,Uber Rides             Amsterdam     GBR,,0.00,
tx_0000A0C2k8LiVjSWJHpnLH,15/10/2020,17:50:03,Card payment,Uber Eats,🍽,Transport,-8.06,GBP,-8.06,GBP,,,,UBER   * PENDING       Amsterdam     GBR,,-8.06,
tx_0000A0C2kDdcqZF5a8mRkn,15/10/2020,17:50:04,Pot transfer,Savings Pot,,,-0.94,GBP,-0.94,GBP,,,,Round up,,-0.94,
tx_0000A0K5TIcgujd73uloDh,19/10/2020,14:58:19,Card payment,Co-op,🍏,Groceries,-23.15,GBP,-23.15,GBP,,Boston Manor Road,,CO-OP GROUP FOOD       BRENTFORD     GBR,,-23.15,
tx_0000A0K5TLvacvWtJOdRar,19/10/2020,14:58:19,Pot transfer,Savings Pot,,,-0.85,GBP,-0.85,GBP,,,,Round up,,-0.85,
tx_0000A0K8VcHp4nt8Z7WcBl,19/10/2020,15:32:21,Monzo.me / Top-up,,,General,15.00,GBP,15.00,GBP,,,,yiping lin,,,15.00
tx_0000A0NiEcIDykvHikfDGM,21/10/2020,08:56:47,Card payment,Transport for London,🚇,Transport,-3.00,GBP,-3.00,GBP,"Travel charge for Tuesday, 20 Oct",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-3.00,
tx_0000A0O2DbKO50TiyqWpKT,21/10/2020,12:40:42,Card payment,Circuit Laundry,👕,General,-2.60,GBP,-2.60,GBP,,,,NYA*Circuit Laundrette London        GBR,,-2.60,
tx_0000A0O2DfSKjOjiS73vW7,21/10/2020,12:40:43,Pot transfer,Savings Pot,,,-0.40,GBP,-0.40,GBP,,,,Round up,,-0.40,
tx_0000A0O6CI14nFZtHauZSD,21/10/2020,13:25:17,Card payment,Circuit Laundry,👕,General,-1.30,GBP,-1.30,GBP,,,,NYA*Circuit Laundrette London        GBR,,-1.30,
tx_0000A0O6CLc3QDwIR9Ee0X,21/10/2020,13:25:18,Pot transfer,Savings Pot,,,-0.70,GBP,-0.70,GBP,,,,Round up,,-0.70,
tx_0000A0QLiM0LO8PWQ3OIOv,22/10/2020,15:28:35,Faster payment,A D Bainbridge,,Eating out,-13.70,GBP,-13.70,GBP,Pizza,,,Pizza,,-13.70,
tx_0000A0S807HxpUiBQ0s3LF,23/10/2020,12:04:21,Card payment,Costa Coffee,☕,Eating out,-4.05,GBP,-4.05,GBP,,465 Caledonian Road,,COSTA COFFEE           LONDON        GBR,,-4.05,
tx_0000A0S80BqqrjDUjyG3t3,23/10/2020,12:04:21,Pot transfer,Savings Pot,,,-0.95,GBP,-0.95,GBP,,,,Round up,,-0.95,
tx_0000A0Sf4poNX9kWVyDe3l,23/10/2020,18:14:58,Card payment,Tesco,🍏 ,General,-7.05,GBP,-7.05,GBP,,Caledonian Road,,TESCO STORES 6187      LONDON        GBR,,-7.05,
tx_0000A0Sf4t7zCiDSnePqXR,23/10/2020,18:14:58,Pot transfer,Savings Pot,,,-0.95,GBP,-0.95,GBP,,,,Round up,,-0.95,
tx_0000A0UG8jgQ9SWbdu5d6v,24/10/2020,12:44:57,Card payment,Apple,🍎 ,Entertainment,0.00,GBP,0.00,GBP,Active card check,,,APPLE.COM/BILL         APPLE.COM/BIL IRL,,0.00,
tx_0000A0UG9FS02cwydLmnsv,24/10/2020,12:45:03,Card payment,Apple,🍎 ,Entertainment,0.00,GBP,0.00,GBP,Active card check,,,APPLE.COM/BILL         APPLE.COM/BIL IRL,,0.00,
tx_0000A0czQLV8qfd27wHiGx,28/10/2020,17:50:04,Card payment,Pizza Hut,🍕,Eating out,-11.47,GBP,-11.47,GBP,,Online Transaction,,WWW.PIZZAHUT.CO.UK     ST ALBANS     GBR,,-11.47,
tx_0000A0czQOcLGLnZtUPuqJ,28/10/2020,17:50:04,Pot transfer,Savings Pot,,,-0.53,GBP,-0.53,GBP,,,,Round up,,-0.53,
tx_0000A0hMEj3MX3r8hWCqxd,30/10/2020,20:24:31,Card payment,Pizze Delizie,,Entertainment,-8.50,GBP,-8.50,GBP,,249 HOLLOWAY ROAD,,PIZZE DELIZIE          LONDON        GBR,,-8.50,
tx_0000A0hMEmcvFIJNjYUV2v,30/10/2020,20:24:32,Pot transfer,Savings Pot,,,-0.50,GBP,-0.50,GBP,,,,Round up,,-0.50,
tx_0000A0iuC9XNCRclWJlxdh,31/10/2020,14:19:44,Card payment,TfL Travel Charge,🚆,Transport,-4.80,GBP,-4.80,GBP,,,,TfL Travel Charge      TFL.gov.uk/CP GBR,,-4.80,
tx_0000A0j8ia7nHZtvKcdOHR,31/10/2020,17:02:28,Card payment,Sainsbury's,🍏,Groceries,-2.50,GBP,-2.50,GBP,,465 Caledonian Road,,SAINSBURYS SACAT(4205) STATION ROAD  GBR,,-2.50,
tx_0000A0j8iecQZdF4apu8Yr,31/10/2020,17:02:29,Pot transfer,Savings Pot,,,-0.50,GBP,-0.50,GBP,,,,Round up,,-0.50,
tx_0000A0jTkxduubBpDBXgXK,31/10/2020,20:58:12,Card payment,Circuit Laundry,👕,General,-20.40,GBP,-20.40,GBP,,,,CIRCUIT UK - APP 1     RIPPONDEN     GBR,,-20.40,
tx_0000A0jTl2cKPvSnqJmHgX,31/10/2020,20:58:13,Pot transfer,Savings Pot,,,-0.60,GBP,-0.60,GBP,,,,Round up,,-0.60,
tx_0000A0n2SmbNIqieCTeYgz,02/11/2020,14:11:14,Card payment,Transport for London,🚇,Transport,-4.80,GBP,-4.80,GBP,"Travel charge for Sunday, 1 Nov",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-4.80,
tx_0000A0n2StJCMovrqrmQV7,02/11/2020,14:11:15,Pot transfer,Savings Pot,,,-0.20,GBP,-0.20,GBP,,,,Round up,,-0.20,
tx_0000A0nRt3tu6eidbuDePR,02/11/2020,18:56:06,Card payment,Five Guys,🍔,Eating out,-3.25,GBP,-3.25,GBP,,43 Thurloe Street,,FIVE GUYS              LONDON        GBR,,-3.25,
tx_0000A0nRt7dODzszBqWWDy,02/11/2020,18:56:07,Pot transfer,Savings Pot,,,-0.75,GBP,-0.75,GBP,,,,Round up,,-0.75,
tx_0000A0ojcgHi8RapqmZBZp,03/11/2020,09:49:32,Card payment,Transport for London,🚇,Transport,-4.80,GBP,-4.80,GBP,"Travel charge for Monday, 2 Nov",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-4.80,
tx_0000A0ojcoanFNzmhmLsB7,03/11/2020,09:49:34,Pot transfer,Savings Pot,,,-0.20,GBP,-0.20,GBP,,,,Round up,,-0.20,
tx_0000A0oxmAGjQGiMoEWbDe,03/11/2020,12:28:08,Card payment,Uber Eats,🍽,Eating out,-8.25,GBP,-8.25,GBP,,,,UBER * PENDING         help.uber.com NLD,,-8.25,
tx_0000A0oxmE7J7FTsbWvm2j,03/11/2020,12:28:08,Pot transfer,Savings Pot,,,-0.75,GBP,-0.75,GBP,,,,Round up,,-0.75,
tx_0000A0pofqxJbvQq0u5JtB,03/11/2020,22:20:51,Card payment,Nisa Local,🍏✉️,Groceries,-5.11,GBP,-5.11,GBP,,476 Caledonian Road,,NISA LOCAL             LONDON        GBR,,-5.11,
tx_0000A0poftrkn4Vfm8WpnN,03/11/2020,22:20:52,Pot transfer,Savings Pot,,,-0.89,GBP,-0.89,GBP,,,,Round up,,-0.89,
tx_0000A0rIOlIiZcigBZHnIQ,04/11/2020,15:28:38,Card payment,Sainsbury's,🍏,Groceries,-0.90,GBP,-0.90,GBP,,465 Caledonian Road,,SAINSBURYS SACAT(4205) STATION ROAD  GBR,,-0.90,
tx_0000A0t3nELb7YYSWVTK6s,05/11/2020,11:54:24,Faster payment,Arthika Sivathasan,,Eating out,-3.25,GBP,-3.25,GBP,Sent from Monzo,,,Sent from Monzo,,-3.25,
tx_0000A0tftX2ELmkUBC8Rb0,05/11/2020,19:01:20,Card payment,Tesco,🍏 ,General,-7.40,GBP,-7.40,GBP,,Caledonian Road,,TESCO STORES 6187      LONDON        GBR,,-7.40,
tx_0000A0tftahSiwMOzcSO38,05/11/2020,19:01:20,Pot transfer,Savings Pot,,,-0.60,GBP,-0.60,GBP,,,,Round up,,-0.60,
tx_0000A0vi5iChEtIxxstTIh,06/11/2020,18:35:22,Card payment,Morrisons,🍏,Groceries,-14.59,GBP,-14.59,GBP,,10 Hertslet Road,,W M MORRISON           HOLLOWAY      GBR,,-14.59,
tx_0000A0vi5oFkkQX7Zu4WcG,06/11/2020,18:35:23,Pot transfer,Savings Pot,,,-0.41,GBP,-0.41,GBP,,,,Round up,,-0.41,
tx_0000A18Ccl3SzLUu79koCI,12/11/2020,19:14:01,Card payment,Tesco,🍏 ,General,-2.85,GBP,-2.85,GBP,,Caledonian Road,,TESCO STORES 6187      LONDON        GBR,,-2.85,
tx_0000A18CcoNQdZTbVzR7Cb,12/11/2020,19:14:02,Pot transfer,Savings Pot,,,-0.15,GBP,-0.15,GBP,,,,Round up,,-0.15,
tx_0000A18hdB17YhpC9cVTRx,13/11/2020,01:01:27,Bacs (Direct Credit),Uni Of West L Pay,,,189.40,GBP,189.40,GBP,TRAVEL & FOOD,,,TRAVEL & FOOD,,,189.40
tx_0000A1AAUiqZVE5HeUEnnl,13/11/2020,17:59:35,Card payment,WHSmith,📰,Shopping,-3.54,GBP,-3.54,GBP,,"Lonson St Pancras Station Euston Road, London Nw1 2ql",,WH SMITH               LONDON        GBR,,-3.54,
tx_0000A1AAUnT0KGCsme0yTB,13/11/2020,17:59:36,Pot transfer,Savings Pot,,,-0.46,GBP,-0.46,GBP,,,,Round up,,-0.46,
tx_0000A1GPfkRoYWkbVSbPAv,16/11/2020,18:17:55,Card payment,College Cafe,☕️📚,Eating out,-0.63,GBP,-0.63,GBP,,London,,IMPERIAL COLLEGE LONDO LONDON        GBR,,-0.63,
tx_0000A1GT5dmyEeC6L1vfwf,16/11/2020,18:56:13,Card payment,Sainsbury's,🍏,Groceries,-1.50,GBP,-1.50,GBP,,465 Caledonian Road,,SAINSBURYS SACAT(4205) STATION ROAD  GBR,,-1.50,
tx_0000A1GT5hhRh89ST3NJtB,16/11/2020,18:56:13,Pot transfer,Savings Pot,,,-0.50,GBP,-0.50,GBP,,,,Round up,,-0.50,
tx_0000A1KRoOTma0ckenMNRy,18/11/2020,17:00:44,Card payment,College Cafe,☕️📚,Eating out,-1.15,GBP,-1.15,GBP,,London,,IMPERIAL COLLEGE LONDO LONDON        GBR,,-1.15,
tx_0000A1KRoSCClI3FjwxCID,18/11/2020,17:00:45,Pot transfer,Savings Pot,,,-0.85,GBP,-0.85,GBP,,,,Round up,,-0.85,
tx_0000A1KeEljrvHpdrfRpzO,18/11/2020,19:19:58,Card payment,College Cafe,☕️📚,Eating out,-2.41,GBP,-2.41,GBP,,London,,IMPERIAL COLLEGE LONDO LONDON        GBR,,-2.41,
tx_0000A1KeEpVptOqXgCb6YM,18/11/2020,19:19:58,Pot transfer,Savings Pot,,,-0.59,GBP,-0.59,GBP,,,,Round up,,-0.59,
tx_0000A1Khs4F1Mg9eW58Mfi,18/11/2020,20:00:41,Card payment,Sainsbury's,🍏,Groceries,-4.90,GBP,-4.90,GBP,,465 Caledonian Road,,SAINSBURYS LOC (4205)  LONDON        GBR,,-4.90,
tx_0000A1Khs7tXmU5Te7DA4P,18/11/2020,20:00:41,Pot transfer,Savings Pot,,,-0.10,GBP,-0.10,GBP,,,,Round up,,-0.10,
tx_0000A1MBrjvy3gKWfjp8qo,19/11/2020,13:11:29,Card payment,Eurostar,🚄,Transport,-113.50,GBP,-113.50,GBP,,,,EUROSTAR INTERNET      LONDON        GBR,,-113.50,
tx_0000A1MBrq5PBVb6OkP4OA,19/11/2020,13:11:30,Pot transfer,Savings Pot,,,-0.50,GBP,-0.50,GBP,,,,Round up,,-0.50,
tx_0000A1MZershb4c96JoFJC,19/11/2020,17:38:05,Card payment,Morrisons,🍏,Groceries,-5.00,GBP,-5.00,GBP,,10 Hertslet Road,,W M MORRISON           HOLLOWAY      GBR,,-5.00,
tx_0000A1P3wcVyr06afeWiSf,20/11/2020,22:26:51,Card payment,Sainsbury's,🍏,Groceries,-1.00,GBP,-1.00,GBP,,465 Caledonian Road,,SAINSBURYS LOC (4205)  LONDON        GBR,,-1.00,
tx_0000A1Qq4bhGliajKiZGYV,21/11/2020,19:00:51,Card payment,Tesco,🍏 ,General,-4.35,GBP,-4.35,GBP,,Caledonian Road,,TESCO STORES 6187      LONDON        GBR,,-4.35,
tx_0000A1Qq4gHZifW7k3XOIT,21/11/2020,19:00:52,Pot transfer,Savings Pot,,,-0.65,GBP,-0.65,GBP,,,,Round up,,-0.65,
tx_0000A1Snu9KFaP6j6PlOOv,22/11/2020,17:45:59,Card payment,Tesco,🍏 ,General,-6.90,GBP,-6.90,GBP,,Caledonian Road,,TESCO STORES 6187      LONDON        GBR,,-6.90,
tx_0000A1SnuCMUIY5mLRkWp9,22/11/2020,17:45:59,Pot transfer,Savings Pot,,,-0.10,GBP,-0.10,GBP,,,,Round up,,-0.10,
tx_0000A1Uw3bCaV1lFii8Ysb,23/11/2020,18:26:45,Card payment,College Cafe,☕️📚,Eating out,-0.63,GBP,-0.63,GBP,,London,,IMPERIAL COLLEGE LONDO LONDON        GBR,,-0.63,
tx_0000A1UzMgiSWS3oPKjYBN,23/11/2020,19:03:49,Card payment,Sainsbury's,🍏,Groceries,-1.40,GBP,-1.40,GBP,,465 Caledonian Road,,SAINSBURYS LOC (4205)  LONDON        GBR,,-1.40,
tx_0000A1UzMjAXP1QM7tlXBy,23/11/2020,19:03:49,Pot transfer,Savings Pot,,,-0.60,GBP,-0.60,GBP,,,,Round up,,-0.60,
tx_0000A1Wz3OxEixwArL7QNF,24/11/2020,18:09:45,Card payment,Tesco,🍏 ,General,-7.40,GBP,-7.40,GBP,,Caledonian Road,,TESCO STORES 6187      LONDON        GBR,,-7.40,
tx_0000A1Wz3Tm4nsytoAw5An,24/11/2020,18:09:46,Pot transfer,Savings Pot,,,-0.60,GBP,-0.60,GBP,,,,Round up,,-0.60,
tx_0000A1Z0U8exu78TBbz6NG,25/11/2020,17:35:12,Card payment,Tesco,🍏 ,General,-2.70,GBP,-2.70,GBP,,Caledonian Road,,TESCO STORES 6187      LONDON        GBR,,-2.70,
tx_0000A1Z0UC9YuoUHPJcQUs,25/11/2020,17:35:13,Pot transfer,Savings Pot,,,-0.30,GBP,-0.30,GBP,,,,Round up,,-0.30,
tx_0000A1aijDbcO4z8DoC6Lp,26/11/2020,13:25:40,Card payment,Kafeteryam Sandwich Bar,🥪,Eating out,-4.50,GBP,-4.50,GBP,,Caledonian Road,,KAFETERYAM SANDWICH BA LONDON        GBR,,-4.50,
tx_0000A1aijJWWNw87c5j0L3,26/11/2020,13:25:41,Pot transfer,Savings Pot,,,-0.50,GBP,-0.50,GBP,,,,Round up,,-0.50,
tx_0000A1bPGWO7lvufBsGs9x,26/11/2020,21:22:18,Card payment,Sainsbury's,🍏,Groceries,-2.60,GBP,-2.60,GBP,,465 Caledonian Road,,SAINSBURYS LOC (4205)  LONDON        GBR,,-2.60,
tx_0000A1bPGZs0pGeSPRcuyv,26/11/2020,21:22:18,Pot transfer,Savings Pot,,,-0.40,GBP,-0.40,GBP,,,,Round up,,-0.40,
tx_0000A1dAwWDRgzo3ATadPd,27/11/2020,17:51:14,Card payment,Sainsbury's,🍏,Groceries,-3.85,GBP,-3.85,GBP,,465 Caledonian Road,,SAINSBURYS SACAT(4205) STATION ROAD  GBR,,-3.85,
tx_0000A1dAway21kRJOeAbnV,27/11/2020,17:51:15,Pot transfer,Savings Pot,,,-0.15,GBP,-0.15,GBP,,,,Round up,,-0.15,
tx_0000A1dOntXD1Vip7rMRCj,27/11/2020,20:26:33,Card payment,Samsung Electronics,🔌,Shopping,-80.10,GBP,-80.10,GBP,,,,Samsung Electronics    Chertsey      GBR,,-80.10,
tx_0000A1dOnzkXupUDW9tzaz,27/11/2020,20:26:33,Pot transfer,Savings Pot,,,-0.90,GBP,-0.90,GBP,,,,Round up,,-0.90,
tx_0000A1fLKMim272msVjbNJ,28/11/2020,18:57:00,Card payment,Deliveroo,🍴🚲,Eating out,0.00,GBP,0.00,GBP,Active card check,,,DELIVEROO.CO.UK        +442036999977 GBR,,0.00,
tx_0000A1fLKrqIKBcCoBkcUb,28/11/2020,18:57:06,Card payment,Deliveroo,🍴🚲,Eating out,-12.04,GBP,-12.04,GBP,,,,DELIVEROO.CO.UK        +442036999977 GBR,,-12.04,
tx_0000A1fLKwLzYHwZl4DXyz,28/11/2020,18:57:07,Pot transfer,Savings Pot,,,-0.96,GBP,-0.96,GBP,,,,Round up,,-0.96,
tx_0000A1fSvoR2egkGSP3RJ3,28/11/2020,20:19:34,Card payment,Amazon,📦,Shopping,0.00,GBP,0.00,GBP,Active card check,,,AMAZON EU              AMAZON.CO.UK  LUX,,0.00,
tx_0000A1hHztgGNrf0rHrHhC,29/11/2020,17:29:07,Card payment,Sainsbury's,🍏,Groceries,-4.50,GBP,-4.50,GBP,,465 Caledonian Road,,SAINSBURYS SACAT(4205) STATION ROAD  GBR,,-4.50,
tx_0000A1hHzxtshBRPPPYsXB,29/11/2020,17:29:08,Pot transfer,Savings Pot,,,-0.50,GBP,-0.50,GBP,,,,Round up,,-0.50,
tx_0000A1hIHQ27Lr2o26bqiJ,29/11/2020,17:32:17,Card payment,Tesco,🍏 ,General,-1.15,GBP,-1.15,GBP,,Caledonian Road,,TESCO STORES 6187      LONDON        GBR,,-1.15,
tx_0000A1hIHUJdQfReNuhHzl,29/11/2020,17:32:18,Pot transfer,Savings Pot,,,-0.85,GBP,-0.85,GBP,,,,Round up,,-0.85,
tx_0000A1jSHgmoS2rWph0SmY,30/11/2020,18:33:49,Card payment,Leon,🍊,Eating out,-5.95,GBP,-5.95,GBP,,46 Thurloe Street,,LEON                    GREAT BRITAI GBR,,-5.95,
tx_0000A1jSHllDxNLPj3jyPR,30/11/2020,18:33:50,Pot transfer,Savings Pot,,,-0.05,GBP,-0.05,GBP,,,,Round up,,-0.05,
tx_0000A1jnqfiKWnRL8MTqGP,30/11/2020,22:35:26,Card payment,Sainsbury's,🍏,Groceries,-0.85,GBP,-0.85,GBP,,465 Caledonian Road,,SAINSBURYS SACAT(4205) STATION ROAD  GBR,,-0.85,
tx_0000A1loEwHgxZenYptTL0,01/12/2020,21:49:15,Card payment,Sainsbury's,🍏,Groceries,-3.30,GBP,-3.30,GBP,,465 Caledonian Road,,SAINSBURYS SACAT(4205) STATION ROAD  GBR,,-3.30,
tx_0000A1loEzGjra3D355a3l,01/12/2020,21:49:15,Pot transfer,Savings Pot,,,-0.70,GBP,-0.70,GBP,,,,Round up,,-0.70,
tx_0000A1nlGHYlQuJHvhTuyn,02/12/2020,20:25:18,Card payment,TfL Santander Cycles,🚴,Transport,-2.00,GBP,-2.00,GBP,,,,TFL CYCLE HIRE         LONDON        GBR,,-2.00,
tx_0000A1pprGGryWLeUByYSX,03/12/2020,20:26:13,Card payment,Santander Cycles,🚴,Transport,-2.00,GBP,-2.00,GBP,,Bayley Street,,TFL CYCLE HIRE         LONDON        GBR,,-2.00,
tx_0000A20Fnbf32wqrox9QHK,08/12/2020,21:04:00,Card payment,East Street Tampopo,🍴,Eating out,-18.00,GBP,-18.00,GBP,,3-5 Rathbone Place,,EAST STREET TAMPOPO    LONDON        GBR,,-18.00,
tx_0000A20KX2AFkoNv6RJaM5,08/12/2020,21:57:02,Card payment,TfL Travel Charge,🚆,Transport,-5.70,GBP,-5.70,GBP,,,,TfL Travel Charge      TFL.gov.uk/CP GBR,,-5.70,
tx_0000A25xAA8wn3vpTY9iK2,11/12/2020,15:03:27,Card payment,Costa Coffee,☕,Eating out,-3.65,GBP,-3.65,GBP,,465 Caledonian Road,,COSTA COFFEE           LONDON        GBR,,-3.65,
tx_0000A25xAEzuk4WjGeTXyU,11/12/2020,15:03:28,Pot transfer,Savings Pot,,,-0.35,GBP,-0.35,GBP,,,,Round up,,-0.35,
tx_0000A27K5VM8zClcK5stnd,12/12/2020,06:55:02,Card payment,Uber,🚖,Transport,-5.00,GBP,-5.00,GBP,,South Parade,,UBER   * PENDING       Amsterdam     GBR,,-5.00,
tx_0000A27nz1RYHlLC4qZFyM,12/12/2020,12:30:01,Card payment,Uber,🚖,Transport,0.91,GBP,0.91,GBP,,South Parade,,UBER   * PENDING       Amsterdam     GBR,,,0.91
tx_0000A2IqdM1fW5z0bimgPh,17/12/2020,20:21:33,Faster payment,David E O Emoot,,General,-2.50,GBP,-2.50,GBP,Happy bDAY- AARYAN,,,Happy bDAY- AARYAN,,-2.50,
tx_0000A4i9H05nESUg3hbhyb,27/02/2021,21:02:23,Faster payment,MEHTA A R,,,1100.00,GBP,1100.00,GBP,27.02.21,,,27.02.21,,,1100.00
tx_0000A4i9cZRJ0ZsRZQ20w5,27/02/2021,21:06:17,Faster payment,Aaryan Mehta,,General,-1000.00,GBP,-1000.00,GBP,Sent from Monzo,,,Sent from Monzo,,-1000.00,
tx_0000A4yPsZSZPJSEs5Uu8H,07/03/2021,17:23:50,Card payment,Uber,🚖,Transport,-3.86,GBP,-3.86,GBP,,South Parade,,UBER   * PENDING       Amsterdam     GBR,,-3.86,
tx_0000A4yPsdWyGuQckOudWc,07/03/2021,17:23:51,Pot transfer,Savings Pot,,,-0.14,GBP,-0.14,GBP,,,,Round up,,-0.14,
tx_0000A4yRPyav4uB45OP19t,07/03/2021,17:41:05,Card payment,Uber,🚖,Transport,-0.75,GBP,-0.75,GBP,,,,UBER   *TRIP           Amsterdam     GBR,,-0.75,
tx_0000A54f5O2vompgXHNsSj,10/03/2021,17:42:30,Card payment,Amazon,📦,Shopping,-4.99,GBP,-4.99,GBP,,"1 Principal Pl, Worship St",,AMZNMktplace           amazon.co.uk  GBR,,-4.99,
tx_0000A54f5VhbLyVvjfMu0Y,10/03/2021,17:42:31,Pot transfer,Savings Pot,,,-0.01,GBP,-0.01,GBP,,,,Round up,,-0.01,
tx_0000A54fGlRRAwKkHRGu2L,10/03/2021,17:44:33,Card payment,Amazon,📦,Shopping,0.00,GBP,0.00,GBP,"Active card check
",,,AMAZON EU              AMAZON.CO.UK  LUX,,0.00,
tx_0000A5AxWObgo1w2DUQicj,13/03/2021,18:37:19,Card payment,Deliveroo,🍴🚲,Eating out,0.00,GBP,0.00,GBP,Active card check,,,DELIVEROO.CO.UK        +442036999977 GBR,,0.00,
tx_0000A5AxfnIMNvtaM3Ju3F,13/03/2021,18:39:02,Card payment,Deliveroo,🍴🚲,Eating out,-10.23,GBP,-10.23,GBP,,,,DELIVEROO.CO.UK        +442036999977 GBR,,-10.23,
tx_0000A5AxfrlZlGh9G1bbur,13/03/2021,18:39:03,Pot transfer,Savings Pot,,,-0.77,GBP,-0.77,GBP,,,,Round up,,-0.77,
